Date,Exercise,Sets,Reps,Weight,Muscle Group
2021-01-30,Alzate laterali,4,12,9.501930501930502,Spalle
2021-01-31,Stacco,5,5,125.01930501930502,Schiena
2021-01-31,Lat machine,4,10,67.50965250965251,Schiena
2021-01-31,Tirate orizzontali ai cavi,4,10,31.254826254826256,Schiena
2021-01-31,Pull down ai cavi,4,12,19.16988416988417,Tricipiti
2021-01-31,Curl con manubri,4,12,12.084942084942085,Bicipiti
2021-01-31,Curl su panca inclinata,4,12,10.084942084942085,Bicipiti
2021-02-01,Squat,5,5,110.84942084942085,Gambe
2021-02-01,Sissy squat,4,12,9.16988416988417,Gambe
2021-02-01,Leg extention,4,12,63.33976833976834,Gambe
2021-02-02,Squat,5,5,111.04247104247105,Gambe
2021-02-02,Sissy squat,4,12,9.208494208494209,Gambe
2021-02-02,Leg extention,4,12,63.41698841698842,Gambe
2021-02-03,Panca,5,5,96.83397683397683,Petto
2021-02-03,Panca inclinata,4,10,39.20849420849421,Petto
2021-02-03,Croci,4,12,16.312741312741313,Petto
2021-02-03,Military press,4,8,28.416988416988417,Spalle
2021-02-03,Alzate laterali,4,12,9.525096525096526,Spalle
2021-02-05,Squat,5,5,111.04247104247105,Gambe
2021-02-05,Sissy squat,4,12,9.208494208494209,Gambe
2021-02-05,Leg extention,4,12,63.41698841698842,Gambe
2021-02-06,Panca,5,5,96.83397683397683,Petto
2021-02-06,Panca inclinata,4,10,39.20849420849421,Petto
2021-02-06,Croci,4,12,16.312741312741313,Petto
2021-02-06,Military press,4,8,28.416988416988417,Spalle
2021-02-06,Alzate laterali,4,12,9.525096525096526,Spalle
2021-02-07,Stacco,5,5,125.25096525096525,Schiena
2021-02-07,Lat machine,4,10,67.62548262548262,Schiena
2021-02-07,Tirate orizzontali ai cavi,4,10,31.312741312741313,Schiena
2021-02-07,Pull down ai cavi,4,12,19.20849420849421,Tricipiti
2021-02-07,Curl con manubri,4,12,12.104247104247104,Bicipiti
2021-02-07,Curl su panca inclinata,4,12,10.104247104247104,Bicipiti
2021-02-08,Squat,5,5,111.04247104247105,Gambe
2021-02-08,Sissy squat,4,12,9.208494208494209,Gambe
2021-02-08,Leg extention,4,12,63.41698841698842,Gambe
2021-02-10,Panca,5,5,96.98841698841699,Petto
2021-02-10,Panca inclinata,4,10,39.24710424710425,Petto
2021-02-10,Croci,4,12,16.37065637065637,Petto
2021-02-10,Military press,4,8,28.494208494208493,Spalle
2021-02-10,Alzate laterali,4,12,9.548262548262548,Spalle
2021-02-11,Stacco,5,5,125.48262548262548,Schiena
2021-02-11,Lat machine,4,10,67.74131274131274,Schiena
2021-02-11,Tirate orizzontali ai cavi,4,10,31.37065637065637,Schiena
2021-02-11,Pull down ai cavi,4,12,19.247104247104247,Tricipiti
2021-02-11,Curl con manubri,4,12,12.123552123552123,Bicipiti
2021-02-11,Curl su panca inclinata,4,12,10.123552123552123,Bicipiti
2021-02-12,Squat,5,5,111.23552123552123,Gambe
2021-02-12,Sissy squat,4,12,9.247104247104247,Gambe
2021-02-12,Leg extention,4,12,63.49420849420849,Gambe
2021-02-13,Panca,5,5,96.98841698841699,Petto
2021-02-13,Panca inclinata,4,10,39.24710424710425,Petto
2021-02-13,Croci,4,12,16.37065637065637,Petto
2021-02-13,Military press,4,8,28.494208494208493,Spalle
2021-02-13,Alzate laterali,4,12,9.548262548262548,Spalle
2021-02-14,Stacco,5,5,125.48262548262548,Schiena
2021-02-14,Lat machine,4,10,67.74131274131274,Schiena
2021-02-14,Tirate orizzontali ai cavi,4,10,31.37065637065637,Schiena
2021-02-14,Pull down ai cavi,4,12,19.247104247104247,Tricipiti
2021-02-14,Curl con manubri,4,12,12.123552123552123,Bicipiti
2021-02-14,Curl su panca inclinata,4,12,10.123552123552123,Bicipiti
2021-02-15,Squat,5,5,111.23552123552123,Gambe
2021-02-15,Sissy squat,4,12,9.247104247104247,Gambe
2021-02-15,Leg extention,4,12,63.49420849420849,Gambe
2021-02-16,Squat,5,5,111.42857142857143,Gambe
2021-02-16,Sissy squat,4,12,9.285714285714285,Gambe
2021-02-16,Leg extention,4,12,63.57142857142857,Gambe
2021-02-17,Panca,5,5,97.14285714285714,Petto
2021-02-17,Panca inclinata,4,10,39.285714285714285,Petto
2021-02-17,Croci,4,12,16.42857142857143,Petto
2021-02-17,Military press,4,8,28.57142857142857,Spalle
2021-02-17,Alzate laterali,4,12,9.571428571428571,Spalle
2021-02-18,Stacco,5,5,125.71428571428572,Schiena
2021-02-18,Lat machine,4,10,67.85714285714286,Schiena
2021-02-18,Tirate orizzontali ai cavi,4,10,31.42857142857143,Schiena
2021-02-18,Pull down ai cavi,4,12,19.285714285714285,Tricipiti
2021-02-18,Curl con manubri,4,12,12.142857142857142,Bicipiti
2021-02-18,Curl su panca inclinata,4,12,10.142857142857142,Bicipiti
2021-02-19,Squat,5,5,111.42857142857143,Gambe
2021-02-19,Sissy squat,4,12,9.285714285714285,Gambe
2021-02-19,Leg extention,4,12,63.57142857142857,Gambe
2021-02-20,Panca,5,5,97.14285714285714,Petto
2021-02-20,Panca inclinata,4,10,39.285714285714285,Petto
2021-02-20,Croci,4,12,16.42857142857143,Petto
2021-02-20,Military press,4,8,28.57142857142857,Spalle
2021-02-20,Alzate laterali,4,12,9.571428571428571,Spalle
2021-02-22,Squat,5,5,111.42857142857143,Gambe
2021-02-22,Sissy squat,4,12,9.285714285714285,Gambe
2021-02-22,Leg extention,4,12,63.57142857142857,Gambe
2021-02-23,Squat,5,5,111.62162162162161,Gambe
2021-02-23,Sissy squat,4,12,9.324324324324325,Gambe
2021-02-23,Leg extention,4,12,63.648648648648646,Gambe
2021-02-25,Stacco,5,5,125.94594594594595,Schiena
2021-02-25,Lat machine,4,10,67.97297297297297,Schiena
2021-02-25,Tirate orizzontali ai cavi,4,10,31.486486486486488,Schiena
2021-02-25,Pull down ai cavi,4,12,19.324324324324323,Tricipiti
2021-02-25,Curl con manubri,4,12,12.162162162162161,Bicipiti
2021-02-25,Curl su panca inclinata,4,12,10.162162162162161,Bicipiti
2021-02-26,Squat,5,5,111.62162162162161,Gambe
2021-02-26,Sissy squat,4,12,9.324324324324325,Gambe
2021-02-26,Leg extention,4,12,63.648648648648646,Gambe
2021-02-27,Panca,5,5,97.29729729729729,Petto
2021-02-27,Panca inclinata,4,10,39.32432432432432,Petto
2021-02-27,Croci,4,12,16.486486486486488,Petto
2021-02-27,Military press,4,8,28.64864864864865,Spalle
2021-02-27,Alzate laterali,4,12,9.594594594594595,Spalle
2021-02-28,Stacco,5,5,125.94594594594595,Schiena
2021-02-28,Lat machine,4,10,67.97297297297297,Schiena
2021-02-28,Tirate orizzontali ai cavi,4,10,31.486486486486488,Schiena
2021-02-28,Pull down ai cavi,4,12,19.324324324324323,Tricipiti
2021-02-28,Curl con manubri,4,12,12.162162162162161,Bicipiti
2021-02-28,Curl su panca inclinata,4,12,10.162162162162161,Bicipiti
2021-03-01,Squat,5,5,111.62162162162161,Gambe
2021-03-01,Sissy squat,4,12,9.324324324324325,Gambe
2021-03-01,Leg extention,4,12,63.648648648648646,Gambe
2021-03-03,Panca,5,5,97.45173745173744,Petto
2021-03-03,Panca inclinata,4,10,39.36293436293436,Petto
2021-03-03,Croci,4,12,16.544401544401545,Petto
2021-03-03,Military press,4,8,28.725868725868725,Spalle
2021-03-03,Alzate laterali,4,12,9.617760617760617,Spalle
2021-03-04,Stacco,5,5,126.17760617760618,Schiena
2021-03-04,Lat machine,4,10,68.08880308880309,Schiena
2021-03-04,Tirate orizzontali ai cavi,4,10,31.544401544401545,Schiena
2021-03-04,Pull down ai cavi,4,12,19.36293436293436,Tricipiti
2021-03-04,Curl con manubri,4,12,12.18146718146718,Bicipiti
2021-03-04,Curl su panca inclinata,4,12,10.18146718146718,Bicipiti
2021-03-05,Squat,5,5,111.81467181467181,Gambe
2021-03-05,Sissy squat,4,12,9.362934362934363,Gambe
2021-03-05,Leg extention,4,12,63.72586872586872,Gambe
2021-03-06,Panca,5,5,97.45173745173744,Petto
2021-03-06,Panca inclinata,4,10,39.36293436293436,Petto
2021-03-06,Croci,4,12,16.544401544401545,Petto
2021-03-06,Military press,4,8,28.725868725868725,Spalle
2021-03-06,Alzate laterali,4,12,9.617760617760617,Spalle
2021-03-07,Stacco,5,5,126.17760617760618,Schiena
2021-03-07,Lat machine,4,10,68.08880308880309,Schiena
2021-03-07,Tirate orizzontali ai cavi,4,10,31.544401544401545,Schiena
2021-03-07,Pull down ai cavi,4,12,19.36293436293436,Tricipiti
2021-03-07,Curl con manubri,4,12,12.18146718146718,Bicipiti
2021-03-07,Curl su panca inclinata,4,12,10.18146718146718,Bicipiti
2021-03-08,Squat,5,5,111.81467181467181,Gambe
2021-03-08,Sissy squat,4,12,9.362934362934363,Gambe
2021-03-08,Leg extention,4,12,63.72586872586872,Gambe
2021-03-10,Panca,5,5,97.60617760617761,Petto
2021-03-10,Panca inclinata,4,10,39.4015444015444,Petto
2021-03-10,Croci,4,12,16.602316602316602,Petto
2021-03-10,Military press,4,8,28.803088803088805,Spalle
2021-03-10,Alzate laterali,4,12,9.64092664092664,Spalle
2021-03-11,Stacco,5,5,126.40926640926641,Schiena
2021-03-11,Lat machine,4,10,68.20463320463321,Schiena
2021-03-11,Tirate orizzontali ai cavi,4,10,31.602316602316602,Schiena
2021-03-11,Pull down ai cavi,4,12,19.401544401544403,Tricipiti
2021-03-11,Curl con manubri,4,12,12.200772200772201,Bicipiti
2021-03-11,Curl su panca inclinata,4,12,10.200772200772201,Bicipiti
2021-03-12,Squat,5,5,112.00772200772201,Gambe
2021-03-12,Sissy squat,4,12,9.401544401544403,Gambe
2021-03-12,Leg extention,4,12,63.803088803088805,Gambe
2021-03-13,Panca,5,5,97.60617760617761,Petto
2021-03-13,Panca inclinata,4,10,39.4015444015444,Petto
2021-03-13,Croci,4,12,16.602316602316602,Petto
2021-03-13,Military press,4,8,28.803088803088805,Spalle
2021-03-13,Alzate laterali,4,12,9.64092664092664,Spalle
2021-03-14,Stacco,5,5,126.40926640926641,Schiena
2021-03-14,Lat machine,4,10,68.20463320463321,Schiena
2021-03-14,Tirate orizzontali ai cavi,4,10,31.602316602316602,Schiena
2021-03-14,Pull down ai cavi,4,12,19.401544401544403,Tricipiti
2021-03-14,Curl con manubri,4,12,12.200772200772201,Bicipiti
2021-03-14,Curl su panca inclinata,4,12,10.200772200772201,Bicipiti
2021-03-15,Squat,5,5,112.00772200772201,Gambe
2021-03-15,Sissy squat,4,12,9.401544401544403,Gambe
2021-03-15,Leg extention,4,12,63.803088803088805,Gambe
2021-03-16,Squat,5,5,112.2007722007722,Gambe
2021-03-16,Sissy squat,4,12,9.44015444015444,Gambe
2021-03-16,Leg extention,4,12,63.88030888030888,Gambe
2021-03-17,Panca,5,5,97.76061776061776,Petto
2021-03-17,Panca inclinata,4,10,39.44015444015444,Petto
2021-03-17,Croci,4,12,16.66023166023166,Petto
2021-03-17,Military press,4,8,28.88030888030888,Spalle
2021-03-17,Alzate laterali,4,12,9.664092664092664,Spalle
2021-03-19,Squat,5,5,112.2007722007722,Gambe
2021-03-19,Sissy squat,4,12,9.44015444015444,Gambe
2021-03-19,Leg extention,4,12,63.88030888030888,Gambe
2021-03-20,Panca,5,5,97.76061776061776,Petto
2021-03-20,Panca inclinata,4,10,39.44015444015444,Petto
2021-03-20,Croci,4,12,16.66023166023166,Petto
2021-03-20,Military press,4,8,28.88030888030888,Spalle
2021-03-20,Alzate laterali,4,12,9.664092664092664,Spalle
2021-03-21,Stacco,5,5,126.64092664092664,Schiena
2021-03-21,Lat machine,4,10,68.32046332046332,Schiena
2021-03-21,Tirate orizzontali ai cavi,4,10,31.66023166023166,Schiena
2021-03-21,Pull down ai cavi,4,12,19.44015444015444,Tricipiti
2021-03-21,Curl con manubri,4,12,12.22007722007722,Bicipiti
2021-03-21,Curl su panca inclinata,4,12,10.22007722007722,Bicipiti
2021-03-22,Squat,5,5,112.2007722007722,Gambe
2021-03-22,Sissy squat,4,12,9.44015444015444,Gambe
2021-03-22,Leg extention,4,12,63.88030888030888,Gambe
2021-03-23,Squat,5,5,112.39382239382239,Gambe
2021-03-23,Sissy squat,4,12,9.478764478764479,Gambe
2021-03-23,Leg extention,4,12,63.95752895752896,Gambe
2021-03-25,Stacco,5,5,126.87258687258688,Schiena
2021-03-25,Lat machine,4,10,68.43629343629344,Schiena
2021-03-25,Tirate orizzontali ai cavi,4,10,31.71814671814672,Schiena
2021-03-25,Pull down ai cavi,4,12,19.47876447876448,Tricipiti
2021-03-25,Curl con manubri,4,12,12.23938223938224,Bicipiti
2021-03-25,Curl su panca inclinata,4,12,10.23938223938224,Bicipiti
2021-03-26,Squat,5,5,112.39382239382239,Gambe
2021-03-26,Sissy squat,4,12,9.478764478764479,Gambe
2021-03-26,Leg extention,4,12,63.95752895752896,Gambe
2021-03-27,Panca,5,5,97.91505791505791,Petto
2021-03-27,Panca inclinata,4,10,39.478764478764475,Petto
2021-03-27,Croci,4,12,16.71814671814672,Petto
2021-03-27,Military press,4,8,28.957528957528957,Spalle
2021-03-27,Alzate laterali,4,12,9.687258687258687,Spalle
2021-03-28,Stacco,5,5,126.87258687258688,Schiena
2021-03-28,Lat machine,4,10,68.43629343629344,Schiena
2021-03-28,Tirate orizzontali ai cavi,4,10,31.71814671814672,Schiena
2021-03-28,Pull down ai cavi,4,12,19.47876447876448,Tricipiti
2021-03-28,Curl con manubri,4,12,12.23938223938224,Bicipiti
2021-03-28,Curl su panca inclinata,4,12,10.23938223938224,Bicipiti
2021-03-29,Squat,5,5,112.39382239382239,Gambe
2021-03-29,Sissy squat,4,12,9.478764478764479,Gambe
2021-03-29,Leg extention,4,12,63.95752895752896,Gambe
2021-03-30,Squat,5,5,112.58687258687259,Gambe
2021-03-30,Sissy squat,4,12,9.517374517374517,Gambe
2021-03-30,Leg extention,4,12,64.03474903474904,Gambe
2021-03-31,Panca,5,5,98.06949806949807,Petto
2021-03-31,Panca inclinata,4,10,39.51737451737452,Petto
2021-03-31,Croci,4,12,16.776061776061777,Petto
2021-03-31,Military press,4,8,29.034749034749034,Spalle
2021-03-31,Alzate laterali,4,12,9.71042471042471,Spalle
2021-04-02,Squat,5,5,112.58687258687259,Gambe
2021-04-02,Sissy squat,4,12,9.517374517374517,Gambe
2021-04-02,Leg extention,4,12,64.03474903474904,Gambe
2021-04-03,Panca,5,5,98.06949806949807,Petto
2021-04-03,Panca inclinata,4,10,39.51737451737452,Petto
2021-04-03,Croci,4,12,16.776061776061777,Petto
2021-04-03,Military press,4,8,29.034749034749034,Spalle
2021-04-03,Alzate laterali,4,12,9.71042471042471,Spalle
2021-04-04,Stacco,5,5,127.10424710424711,Schiena
2021-04-04,Lat machine,4,10,68.55212355212355,Schiena
2021-04-04,Tirate orizzontali ai cavi,4,10,31.776061776061777,Schiena
2021-04-04,Pull down ai cavi,4,12,19.517374517374517,Tricipiti
2021-04-04,Curl con manubri,4,12,12.258687258687258,Bicipiti
2021-04-04,Curl su panca inclinata,4,12,10.258687258687258,Bicipiti
2021-04-05,Squat,5,5,112.58687258687259,Gambe
2021-04-05,Sissy squat,4,12,9.517374517374517,Gambe
2021-04-05,Leg extention,4,12,64.03474903474904,Gambe
2021-04-06,Squat,5,5,112.77992277992279,Gambe
2021-04-06,Sissy squat,4,12,9.555984555984555,Gambe
2021-04-06,Leg extention,4,12,64.11196911196912,Gambe
2021-04-08,Stacco,5,5,127.33590733590734,Schiena
2021-04-08,Lat machine,4,10,68.66795366795367,Schiena
2021-04-08,Tirate orizzontali ai cavi,4,10,31.833976833976834,Schiena
2021-04-08,Pull down ai cavi,4,12,19.555984555984555,Tricipiti
2021-04-08,Curl con manubri,4,12,12.277992277992277,Bicipiti
2021-04-08,Curl su panca inclinata,4,12,10.277992277992277,Bicipiti
2021-04-09,Squat,5,5,112.77992277992279,Gambe
2021-04-09,Sissy squat,4,12,9.555984555984555,Gambe
2021-04-09,Leg extention,4,12,64.11196911196912,Gambe
2021-04-10,Panca,5,5,98.22393822393822,Petto
2021-04-10,Panca inclinata,4,10,39.55598455598456,Petto
2021-04-10,Croci,4,12,16.833976833976834,Petto
2021-04-10,Military press,4,8,29.11196911196911,Spalle
2021-04-10,Alzate laterali,4,12,9.733590733590734,Spalle
2021-04-11,Stacco,5,5,127.33590733590734,Schiena
2021-04-11,Lat machine,4,10,68.66795366795367,Schiena
2021-04-11,Tirate orizzontali ai cavi,4,10,31.833976833976834,Schiena
2021-04-11,Pull down ai cavi,4,12,19.555984555984555,Tricipiti
2021-04-11,Curl con manubri,4,12,12.277992277992277,Bicipiti
2021-04-11,Curl su panca inclinata,4,12,10.277992277992277,Bicipiti
2021-04-12,Squat,5,5,112.77992277992279,Gambe
2021-04-12,Sissy squat,4,12,9.555984555984555,Gambe
2021-04-12,Leg extention,4,12,64.11196911196912,Gambe
2021-04-13,Squat,5,5,112.97297297297297,Gambe
2021-04-13,Sissy squat,4,12,9.594594594594595,Gambe
2021-04-13,Leg extention,4,12,64.1891891891892,Gambe
2021-04-14,Panca,5,5,98.37837837837839,Petto
2021-04-14,Panca inclinata,4,10,39.5945945945946,Petto
2021-04-14,Croci,4,12,16.89189189189189,Petto
2021-04-14,Military press,4,8,29.18918918918919,Spalle
2021-04-14,Alzate laterali,4,12,9.756756756756756,Spalle
2021-04-15,Stacco,5,5,127.56756756756756,Schiena
2021-04-15,Lat machine,4,10,68.78378378378379,Schiena
2021-04-15,Tirate orizzontali ai cavi,4,10,31.89189189189189,Schiena
2021-04-15,Pull down ai cavi,4,12,19.594594594594597,Tricipiti
2021-04-15,Curl con manubri,4,12,12.297297297297298,Bicipiti
2021-04-15,Curl su panca inclinata,4,12,10.297297297297298,Bicipiti
2021-04-16,Squat,5,5,112.97297297297297,Gambe
2021-04-16,Sissy squat,4,12,9.594594594594595,Gambe
2021-04-16,Leg extention,4,12,64.1891891891892,Gambe
2021-04-18,Stacco,5,5,127.56756756756756,Schiena
2021-04-18,Lat machine,4,10,68.78378378378379,Schiena
2021-04-18,Tirate orizzontali ai cavi,4,10,31.89189189189189,Schiena
2021-04-18,Pull down ai cavi,4,12,19.594594594594597,Tricipiti
2021-04-18,Curl con manubri,4,12,12.297297297297298,Bicipiti
2021-04-18,Curl su panca inclinata,4,12,10.297297297297298,Bicipiti
2021-04-19,Squat,5,5,112.97297297297297,Gambe
2021-04-19,Sissy squat,4,12,9.594594594594595,Gambe
2021-04-19,Leg extention,4,12,64.1891891891892,Gambe
2021-04-21,Panca,5,5,98.53281853281854,Petto
2021-04-21,Panca inclinata,4,10,39.633204633204635,Petto
2021-04-21,Croci,4,12,16.94980694980695,Petto
2021-04-21,Military press,4,8,29.266409266409266,Spalle
2021-04-21,Alzate laterali,4,12,9.77992277992278,Spalle
2021-04-22,Stacco,5,5,127.7992277992278,Schiena
2021-04-22,Lat machine,4,10,68.8996138996139,Schiena
2021-04-22,Tirate orizzontali ai cavi,4,10,31.94980694980695,Schiena
2021-04-22,Pull down ai cavi,4,12,19.633204633204635,Tricipiti
2021-04-22,Curl con manubri,4,12,12.316602316602317,Bicipiti
2021-04-22,Curl su panca inclinata,4,12,10.316602316602317,Bicipiti
2021-04-23,Squat,5,5,113.16602316602317,Gambe
2021-04-23,Sissy squat,4,12,9.633204633204633,Gambe
2021-04-23,Leg extention,4,12,64.26640926640927,Gambe
2021-04-24,Panca,5,5,98.53281853281854,Petto
2021-04-24,Panca inclinata,4,10,39.633204633204635,Petto
2021-04-24,Croci,4,12,16.94980694980695,Petto
2021-04-24,Military press,4,8,29.266409266409266,Spalle
2021-04-24,Alzate laterali,4,12,9.77992277992278,Spalle
2021-04-25,Stacco,5,5,127.7992277992278,Schiena
2021-04-25,Lat machine,4,10,68.8996138996139,Schiena
2021-04-25,Tirate orizzontali ai cavi,4,10,31.94980694980695,Schiena
2021-04-25,Pull down ai cavi,4,12,19.633204633204635,Tricipiti
2021-04-25,Curl con manubri,4,12,12.316602316602317,Bicipiti
2021-04-25,Curl su panca inclinata,4,12,10.316602316602317,Bicipiti
2021-04-26,Squat,5,5,113.16602316602317,Gambe
2021-04-26,Sissy squat,4,12,9.633204633204633,Gambe
2021-04-26,Leg extention,4,12,64.26640926640927,Gambe
2021-04-27,Squat,5,5,113.35907335907336,Gambe
2021-04-27,Sissy squat,4,12,9.671814671814673,Gambe
2021-04-27,Leg extention,4,12,64.34362934362935,Gambe
2021-04-28,Panca,5,5,98.68725868725869,Petto
2021-04-28,Panca inclinata,4,10,39.67181467181467,Petto
2021-04-28,Croci,4,12,17.00772200772201,Petto
2021-04-28,Military press,4,8,29.343629343629345,Spalle
2021-04-28,Alzate laterali,4,12,9.803088803088803,Spalle
2021-04-30,Squat,5,5,113.35907335907336,Gambe
2021-04-30,Sissy squat,4,12,9.671814671814673,Gambe
2021-04-30,Leg extention,4,12,64.34362934362935,Gambe
2021-05-01,Panca,5,5,98.68725868725869,Petto
2021-05-01,Panca inclinata,4,10,39.67181467181467,Petto
2021-05-01,Croci,4,12,17.00772200772201,Petto
2021-05-01,Military press,4,8,29.343629343629345,Spalle
2021-05-01,Alzate laterali,4,12,9.803088803088803,Spalle
2021-05-02,Stacco,5,5,128.03088803088804,Schiena
2021-05-02,Lat machine,4,10,69.01544401544402,Schiena
2021-05-02,Tirate orizzontali ai cavi,4,10,32.00772200772201,Schiena
2021-05-02,Pull down ai cavi,4,12,19.671814671814673,Tricipiti
2021-05-02,Curl con manubri,4,12,12.335907335907336,Bicipiti
2021-05-02,Curl su panca inclinata,4,12,10.335907335907336,Bicipiti
2021-05-03,Squat,5,5,113.35907335907336,Gambe
2021-05-03,Sissy squat,4,12,9.671814671814673,Gambe
2021-05-03,Leg extention,4,12,64.34362934362935,Gambe
2021-05-04,Squat,5,5,113.55212355212356,Gambe
2021-05-04,Sissy squat,4,12,9.71042471042471,Gambe
2021-05-04,Leg extention,4,12,64.42084942084942,Gambe
2021-05-05,Panca,5,5,98.84169884169884,Petto
2021-05-05,Panca inclinata,4,10,39.71042471042471,Petto
2021-05-05,Croci,4,12,17.065637065637066,Petto
2021-05-05,Military press,4,8,29.42084942084942,Spalle
2021-05-05,Alzate laterali,4,12,9.826254826254825,Spalle
2021-05-07,Squat,5,5,113.55212355212356,Gambe
2021-05-07,Sissy squat,4,12,9.71042471042471,Gambe
2021-05-07,Leg extention,4,12,64.42084942084942,Gambe
2021-05-08,Panca,5,5,98.84169884169884,Petto
2021-05-08,Panca inclinata,4,10,39.71042471042471,Petto
2021-05-08,Croci,4,12,17.065637065637066,Petto
2021-05-08,Military press,4,8,29.42084942084942,Spalle
2021-05-08,Alzate laterali,4,12,9.826254826254825,Spalle
2021-05-09,Stacco,5,5,128.26254826254825,Schiena
2021-05-09,Lat machine,4,10,69.13127413127413,Schiena
2021-05-09,Tirate orizzontali ai cavi,4,10,32.06563706563706,Schiena
2021-05-09,Pull down ai cavi,4,12,19.71042471042471,Tricipiti
2021-05-09,Curl con manubri,4,12,12.355212355212355,Bicipiti
2021-05-09,Curl su panca inclinata,4,12,10.355212355212355,Bicipiti
2021-05-10,Squat,5,5,113.55212355212356,Gambe
2021-05-10,Sissy squat,4,12,9.71042471042471,Gambe
2021-05-10,Leg extention,4,12,64.42084942084942,Gambe
2021-05-11,Squat,5,5,113.74517374517374,Gambe
2021-05-11,Sissy squat,4,12,9.749034749034749,Gambe
2021-05-11,Leg extention,4,12,64.4980694980695,Gambe
2021-05-12,Panca,5,5,98.996138996139,Petto
2021-05-12,Panca inclinata,4,10,39.74903474903475,Petto
2021-05-12,Croci,4,12,17.123552123552123,Petto
2021-05-12,Military press,4,8,29.498069498069498,Spalle
2021-05-12,Alzate laterali,4,12,9.849420849420849,Spalle
2021-05-13,Stacco,5,5,128.4942084942085,Schiena
2021-05-13,Lat machine,4,10,69.24710424710425,Schiena
2021-05-13,Tirate orizzontali ai cavi,4,10,32.12355212355212,Schiena
2021-05-13,Pull down ai cavi,4,12,19.74903474903475,Tricipiti
2021-05-13,Curl con manubri,4,12,12.374517374517374,Bicipiti
2021-05-13,Curl su panca inclinata,4,12,10.374517374517374,Bicipiti
2021-05-15,Panca,5,5,98.996138996139,Petto
2021-05-15,Panca inclinata,4,10,39.74903474903475,Petto
2021-05-15,Croci,4,12,17.123552123552123,Petto
2021-05-15,Military press,4,8,29.498069498069498,Spalle
2021-05-15,Alzate laterali,4,12,9.849420849420849,Spalle
2021-05-16,Stacco,5,5,128.4942084942085,Schiena
2021-05-16,Lat machine,4,10,69.24710424710425,Schiena
2021-05-16,Tirate orizzontali ai cavi,4,10,32.12355212355212,Schiena
2021-05-16,Pull down ai cavi,4,12,19.74903474903475,Tricipiti
2021-05-16,Curl con manubri,4,12,12.374517374517374,Bicipiti
2021-05-16,Curl su panca inclinata,4,12,10.374517374517374,Bicipiti
2021-05-17,Squat,5,5,113.74517374517374,Gambe
2021-05-17,Sissy squat,4,12,9.749034749034749,Gambe
2021-05-17,Leg extention,4,12,64.4980694980695,Gambe
2021-05-18,Squat,5,5,113.93822393822394,Gambe
2021-05-18,Sissy squat,4,12,9.787644787644787,Gambe
2021-05-18,Leg extention,4,12,64.57528957528957,Gambe
2021-05-19,Panca,5,5,99.15057915057915,Petto
2021-05-19,Panca inclinata,4,10,39.78764478764479,Petto
2021-05-19,Croci,4,12,17.18146718146718,Petto
2021-05-19,Military press,4,8,29.575289575289574,Spalle
2021-05-19,Alzate laterali,4,12,9.872586872586872,Spalle
2021-05-20,Stacco,5,5,128.72586872586874,Schiena
2021-05-20,Lat machine,4,10,69.36293436293437,Schiena
2021-05-20,Tirate orizzontali ai cavi,4,10,32.181467181467184,Schiena
2021-05-20,Pull down ai cavi,4,12,19.787644787644787,Tricipiti
2021-05-20,Curl con manubri,4,12,12.393822393822393,Bicipiti
2021-05-20,Curl su panca inclinata,4,12,10.393822393822393,Bicipiti
2021-05-21,Squat,5,5,113.93822393822394,Gambe
2021-05-21,Sissy squat,4,12,9.787644787644787,Gambe
2021-05-21,Leg extention,4,12,64.57528957528957,Gambe
2021-05-22,Panca,5,5,99.15057915057915,Petto
2021-05-22,Panca inclinata,4,10,39.78764478764479,Petto
2021-05-22,Croci,4,12,17.18146718146718,Petto
2021-05-22,Military press,4,8,29.575289575289574,Spalle
2021-05-22,Alzate laterali,4,12,9.872586872586872,Spalle
2021-05-24,Squat,5,5,113.93822393822394,Gambe
2021-05-24,Sissy squat,4,12,9.787644787644787,Gambe
2021-05-24,Leg extention,4,12,64.57528957528957,Gambe
2021-05-25,Squat,5,5,114.13127413127413,Gambe
2021-05-25,Sissy squat,4,12,9.826254826254825,Gambe
2021-05-25,Leg extention,4,12,64.65250965250965,Gambe
2021-05-26,Panca,5,5,99.3050193050193,Petto
2021-05-26,Panca inclinata,4,10,39.826254826254825,Petto
2021-05-26,Croci,4,12,17.239382239382238,Petto
2021-05-26,Military press,4,8,29.65250965250965,Spalle
2021-05-26,Alzate laterali,4,12,9.895752895752896,Spalle
2021-05-27,Stacco,5,5,128.95752895752895,Schiena
2021-05-27,Lat machine,4,10,69.47876447876448,Schiena
2021-05-27,Tirate orizzontali ai cavi,4,10,32.23938223938224,Schiena
2021-05-27,Pull down ai cavi,4,12,19.826254826254825,Tricipiti
2021-05-27,Curl con manubri,4,12,12.413127413127413,Bicipiti
2021-05-27,Curl su panca inclinata,4,12,10.413127413127413,Bicipiti
2021-05-29,Panca,5,5,99.3050193050193,Petto
2021-05-29,Panca inclinata,4,10,39.826254826254825,Petto
2021-05-29,Croci,4,12,17.239382239382238,Petto
2021-05-29,Military press,4,8,29.65250965250965,Spalle
2021-05-29,Alzate laterali,4,12,9.895752895752896,Spalle
2021-05-30,Stacco,5,5,128.95752895752895,Schiena
